identityKey,院校名称,院校专业组代码,专业代码,专业名称,专业类,规范专业类,风险等级,标色建议,组内核心簇,风险说明_严格版
210107+45,复旦大学,210107,45,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210107+46,复旦大学,210107,46,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210107+47,复旦大学,210107,47,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210107+48,复旦大学,210107,48,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210107+49,复旦大学,210107,49,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210107+50,复旦大学,210107,50,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210107+51,复旦大学,210107,51,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320202+03,天津大学,320202,03,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,土木建筑,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320203+04,天津大学,320203,04,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320204+05,天津大学,320204,05,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320204+06,天津大学,320204,06,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320204+07,天津大学,320204,07,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320204+08,天津大学,320204,08,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320204+09,天津大学,320204,09,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320204+10,天津大学,320204,10,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320204+11,天津大学,320204,11,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320204+12,天津大学,320204,12,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
340901+01,太原学院,340901,01,预科班,预科班类,预科班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
340902+02,太原学院,340902,02,预科班,预科班类,预科班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
551301+01,桂林电子科技大学,551301,01,预科班,预科班类,预科班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
551303+03,桂林电子科技大学,551303,03,预科班,预科班类,预科班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
520103+03,武汉大学,520103,03,文科试验班类,文科试验班类,文科试验班类,蓝色待拆解,蓝色,文史哲法社,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
520111+27,武汉大学,520111,27,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,电子信息集成电路；计算机软件；自动化仪器控制；电气电力,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
520111+43,武汉大学,520111,43,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,电子信息集成电路；计算机软件；自动化仪器控制；电气电力,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220102+02,浙江大学,220102,02,人文科学试验班,人文科学试验班类,人文科学试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220102+03,浙江大学,220102,03,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220102+04,浙江大学,220102,04,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220103+05,浙江大学,220103,05,人文科学试验班,人文科学试验班类,人文科学试验班类,蓝色待拆解,蓝色,法学公安,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220103+07,浙江大学,220103,07,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,法学公安,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220103+08,浙江大学,220103,08,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,法学公安,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220103+09,浙江大学,220103,09,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,法学公安,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220103+10,浙江大学,220103,10,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,法学公安,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220104+12,浙江大学,220104,12,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,电子信息集成电路,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220104+13,浙江大学,220104,13,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,电子信息集成电路,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220104+14,浙江大学,220104,14,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,电子信息集成电路,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220104+15,浙江大学,220104,15,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,电子信息集成电路,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220105+19,浙江大学,220105,19,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220105+20,浙江大学,220105,20,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220105+21,浙江大学,220105,21,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220105+22,浙江大学,220105,22,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220105+23,浙江大学,220105,23,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220105+24,浙江大学,220105,24,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220105+25,浙江大学,220105,25,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
220105+26,浙江大学,220105,26,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
224202+02,浙江大学医学院,224202,02,医学试验班,医学试验班类,医学试验班类,蓝色待拆解,蓝色,医学医工,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310302+02,清华大学,310302,02,文科试验班类,文科试验班类,文科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310302+03,清华大学,310302,03,文科试验班类,文科试验班类,文科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310303+04,清华大学,310303,04,文科试验班类,文科试验班类,文科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310303+05,清华大学,310303,05,文科试验班类,文科试验班类,文科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310305+07,清华大学,310305,07,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,电子信息集成电路,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310305+08,清华大学,310305,08,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,电子信息集成电路,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
